species,iucn_status,year,risk.wt
miranda,LC,2009,0
miriceps,LC,2015,0
mitratus,LC,2014,0
mizolepis,LC,2015,0
modestoides,LC,2016,0
mokai,LC,2008,0
mokarran,EN,2007,0.6
mola,VU,2015,0.4
mollis,LC,2015,0
moluccanus,LC,2010,0
moluccensis,LC,2013,0
monachus,LC,2013,0
monasteriata,LC,2014,0
moneduloides,LC,2012,0
mongolus,LC,2012,0
monoceros,LC,2015,0
mononema,LC,2015,0
montana,CR,2014,0.8
montfaouense,EN,2011,0.6
monticulosa,NT,2014,0.2
monticulosa,LC,2014,0
moorei,VU,2010,0.4
moratii,VU,2015,0.4
moreleti,LC,2013,0
moretonensis,VU,2008,0.4
moro,LC,2015,0
morrhua,LC,2008,0
motuporensis,NT,2008,0.2
muelleri,EN,2010,0.6
multifasciata,LC,2010,0
multifasciatus,LC,2010,0
multipunctata,VU,2008,0.4
multistriatus,LC,2015,0
murdjan,LC,2016,0
muricatum,VU,2012,0.4
muriculatus,LC,2013,0
murrayensis,NT,2014,0.2
murrayi,NT,2008,0.2
musculus,EN,2008,0.6
musica,NT,2008,0.2
musicus,LC,2013,0
mussorgskyi,CR,2011,0.8
mustelinus,LC,2013,0
mutica,LC,2013,0
muticum,LC,2011,0
mycetoseroides,LC,2014,0
myops,LC,2015,0
myriophthalma,LC,2014,0
myrmidonensis,LC,2008,0
nana,NT,2015,0.2
nanum,LC,2010,0
nanus,LC,2014,0
napaia,VU,2011,0.4
narinari,NT,2006,0.2
nasicornis,LC,2016,0
naso,LC,2013,0
nasuta,NT,2014,0.2
nasutus,LC,2015,0
natalensis,LC,2015,0
nativitatis,LC,2014,0
naucrates,LC,2015,0
navarchus,LC,2010,0
nebularia,LC,2015,0
nebulosus,LC,2010,0
nectabanus,LC,2015,0
negrosensis,LC,2010,0
nehoueensis,CR,2011,0.8
nekorensis,VU,2010,0.4
neku,CR,2011,0.8
nemoralis,LC,2011,0
nemorosa,CR,2010,0.8
neocaledonica,CR,2010,0.8
neocaledonica,NT,2010,0.2
neocaledonica,EN,2010,0.6
neocaledonicus,EN,2012,0.6
neocaledoniensis,LC,2006,0
neoguinaicus,LC,2010,0
neoxena,LC,2012,0
nereis,VU,2012,0.4
niger,LC,2015,0
nigrescens,VU,2014,0.4
nigricans,LC,2012,0
nigricauda,LC,2012,0
nigriocellus,LC,2010,0
nigripennis,LC,2015,0
nigrofasciatum,LC,2010,0
nigrofasciolatum,LC,2011,0
nigrofuscus,LC,2012,0
nigroocellatus,LC,2015,0
nigropinnata,LC,2010,0
nigropunctatus,LC,2014,0
nimbaria,LC,2015,0
nishihirai,NT,2008,0.2
nitida,LC,2012,0
nitidulum,LC,2015,0
nobilis,LC,2015,0
noctivagus,LC,2013,0
nodiflora,LC,2013,0
nodosa,LC,2014,0
nodosus,LC,2014,0
nono,VU,2015,0.4
norfolkensis,LC,2008,0
normalops,LC,2015,0
nothisii,EN,2010,0.6
notialis,LC,2010,0
notospilus,LC,2012,0
noumeae,EN,2008,0.6
noumeanum,CR,2010,0.8
noumeense,VU,2010,0.4
novae-caledoniae,LC,2010,0
novaeangliae,LC,2008,0
novaecaledoniae,LC,2014,0
novaecaledoniae,CR,2014,0.8
novaehiberniae,NT,2008,0.2
novaehollandiae,LC,2014,0
novaezelandiae,NT,2015,0.2
novo-caledoniae,VU,2012,0.4
novocaledonicus,LC,2011,0
nox,LC,2010,0
nubilus,LC,2012,0
numaeensis,EN,2010,0.6
nummifer,LC,2015,0
nussatella,LC,2013,0
obesus,VU,2011,0.4
obliquus,LC,2014,0
oblongus,LC,2016,0
obscura,LC,2015,0
obscurus,LC,2013,0
obtusangula,NT,2014,0.2
obtusirostre,LC,2015,0
occidentalis,CR,2011,0.8
oceanicus,LC,2012,0
ocellaris,LC,2012,0
ocellata,LC,2008,0
ocellatus,VU,2016,0.4
ocellicincta,LC,2014,0
ochroleucus,LC,2013,0
octotaenia,LC,2010,0
octovalvis,LC,2013,0
oligacanthus,LC,2010,0
oligantha,LC,2010,0
oligantha,EN,2010,0.6
oligolepis,LC,2010,0
oligoscolus,LC,2015,0
oligospira,LC,2011,0
olivaceum,LC,2016,0
olivaceus,LC,2012,0
omaria,LC,2013,0
ongus,LC,2008,0
opercularis,LC,2016,0
orbignyi,LC,2013,0
orestes,EN,2011,0.6
orientalis,LC,2012,0
ornata,EN,2011,0.6
ornatissimus,LC,2010,0
ornatus,LC,2011,0
orobanchoides,LC,2013,0
orokau,VU,2011,0.4
orpheensis,LC,2008,0
osteochir,LC,2015,0
osyana,LC,2015,0
oualaniensis,LC,2014,0
ovalis,LC,2010,0
ovata,EN,2010,0.6
oviceps,LC,2012,0
oxycephalus,LC,2016,0
oxyrinchus,VU,2009,0.4
oyena,LC,2016,0
pachycaule,LC,2015,0
pachycephaloides,LC,2012,0
pachygaster,LC,2014,0
pachyphylla,EN,2015,0.6
pachysepta,NT,2008,0.2
pacifica,LC,2012,0
pacificus,NT,2008,0.2
paeonia,NT,2014,0.2
pagodus,LC,2013,0
palauensis,NT,2014,0.2
palifera,NT,2014,0.2
pallida,LC,2014,0
pallimaculatus,LC,2014,0
palmerae,VU,2014,0.4
pamelae,VU,2009,0.4
pancheri,LC,2015,0
pancheriana,VU,2010,0.4
pancherianum,VU,2010,0.4
pandoraensis,LC,2014,0
paniculata,VU,2008,0.4
papilio,LC,2006,0
papua,LC,2014,0
papyracea,LC,2014,0
paraancora,VU,2014,0.4
parapallida,LC,2015,0
parasiticus,LC,2012,0
pardalis,LC,2016,0
parini,LC,2015,0
parius,LC,2013,0
parvifolium,CR,2015,0.8
parvimanus,LC,2015,0
patula,LC,2015,0
paucifasciatus,LC,2014,0
pauciradiatus,LC,2015,0
paucisepta,NT,2014,0.2
paula,LC,2014,0
paumotensis,LC,2014,0
pavo,LC,2010,0
pectinata,LC,2014,0
pectoralis,LC,2010,0
pelagicus,LC,2014,0
pelamis,LC,2011,0
pelecanoides,LC,2015,0
pelewensis,LC,2010,0
pellucidus,LC,2015,0
peltata,VU,2008,0.4
peltiformis,NT,2008,0.2
pendulinum,EN,2010,0.6
penicillatus,LC,2011,0
pentagona,LC,2014,0
percostale,LC,2009,0
perditio,LC,2010,0
peregrinus,LC,2015,0
perennis,LC,2011,0
perforatus,LC,2015,0
pergrandis,LC,2013,0
peronii,LC,2010,0
perplexa,VU,2010,0.4
perspicillatus,LC,2015,0
pertusus,LC,2013,0
pervicax,LC,2013,0
petimba,LC,2015,0
phaeopus,LC,2012,0
pharao,LC,2015,0
pharaonis,VU,2008,0.4
philippinus,LC,2014,0
photonotus,LC,2015,0
photothorax,LC,2015,0
phrygia,NT,2014,0.2
physalus,EN,2013,0.6
pichoni,NT,2008,0.2
picta,LC,2010,0
pictilis,LC,2010,0
pictoides,LC,2010,0
pileus,LC,2014,0
pilipes,LC,2013,0
pilosa,LC,2014,0
pindaiensis,CR,2010,0.8
pinensis,EN,2010,0.6
pini,LC,2014,0
pinifolia,LC,2010,0
pininsulare,VU,2010,0.4
pinnulatus,LC,2016,0
pistillata,NT,2014,0.2
planorbis,LC,2013,0
planulata,LC,2014,0
platura,LC,2010,0
platyphylla,LC,2008,0
platypterus,LC,2011,0
platyxylon,VU,2010,0.4
plebeius,LC,2010,0
plerandroides,LC,2015,0
plicaria,LC,2011,0
plicatum,VU,2015,0.4
plinthis,LC,2013,0
plumbeus,VU,2009,0.4
podocarpifolia,LC,2015,0
poliocephalus,LC,2012,0
polongimarumai,LC,2013,0
polyactis,LC,2016,0
polydactylis,VU,2015,0.4
polylepis,LC,2010,0
polyphekadion,NT,2006,0.2
polyspermus,EN,2010,0.6
polystictum,LC,2015,0
polystoma,VU,2008,0.4
polyuranodon,LC,2012,0
polyzona,LC,2014,0
pomarinus,LC,2012,0
porocephala,LC,2012,0
porphyrio,LC,2015,0
pottii,LC,2010,0
poumensis,CR,2011,0.8
poweriae,LC,2015,0
poyanum,VU,2010,0.4
praecellens,LC,2013,0
praetextatus,LC,2010,0
pralinia,LC,2010,0
praslin,LC,2016,0
priapus,LC,2011,0
prionurus,LC,2016,0
problematicus,LC,2015,0
proboscidea,LC,2015,0
procera,LC,2011,0
productus,LC,2015,0
profundacella,LC,2014,0
profundissimus,LC,2015,0
profundorum,LC,2013,0
prometheus,LC,2015,0
prosopeion,LC,2010,0
proximus,LC,2013,0
pruinosa,LC,2008,0
pseudodiaphana,LC,2015,0
pseudopallida,LC,2015,0
psittacea,LC,2012,0
psittacus,LC,2012,0
puertogalerae,VU,2014,0.4
pulchella,LC,2015,0
pulchra,LC,2008,0
pulicarius,LC,2013,0
pulligera,LC,2011,0
punctata,LC,2011,0
punctatissimum,LC,2016,0
punctatus,LC,2010,0
puntang,LC,2012,0
purpurea,LC,2014,0
purpureum,LC,2010,0
pusillus,LC,2015,0
pustulata,VU,2010,0.4
pycnopterus,LC,2015,0
pygmaea,LC,2014,0
pyroferus,LC,2012,0
pyrrostethus,LC,2012,0
quadrispinosa,NT,2009,0.2
quaesita,LC,2010,0
quagga,LC,2014,0
quercinus,LC,2013,0
quinquevittatum,LC,2010,0
quoyi,LC,2012,0
racemosa,LC,2010,0
radians,LC,2008,0
radiatus,LC,2016,0
radicalis,NT,2008,0.2
rafflesii,LC,2010,0
ramaraoi,LC,2010,0
randalli,LC,2014,0
rankini,VU,2011,0.4
rapanouiensis,LC,2010,0
rara,LC,2015,0
rattus,LC,2013,0
recluzianus,LC,2013,0
recta,LC,2008,0
regalis,LC,2011,0
regia,LC,2012,0
reginae,LC,2015,0
reinhardtii,LC,2015,0
remora,LC,2015,0
renevieri,EN,2011,0.6
reniformis,VU,2014,0.4
repanda,LC,2014,0
repens,LC,2011,0
reptans,LC,2013,0
resplendens,LC,2015,0
reticularis,LC,2014,0
reticulata,LC,2014,0
reticulatus,LC,2015,0
retifer,LC,2013,0
retiformis,LC,2014,0
rhinorhynchos,LC,2014,0
rhombus,LC,2014,0
rhothion,LC,2014,0
rhynchotis,LC,2012,0
richardi,LC,2014,0
rigida,LC,2014,0
rigilius,LC,2010,0
rivoliana,LC,2015,0
rivulatus,LC,2012,0
robusta,LC,2014,0
robustior,EN,2008,0.6
robustus,LC,2010,0
rosaria,VU,2008,0.4
roseafascia,LC,2010,0
roseus,LC,2010,0
rostrata,LC,2015,0
rotumana,LC,2014,0
rotunda,LC,2010,0
rotundata,LC,2010,0
rotundoflora,NT,2014,0.2
ruali,EN,2011,0.6
rubella,LC,2013,0
rubens,LC,2011,0
rubescens,VU,2015,0.4
rubescens,LC,2015,0
rubicauda,LC,2014,0
rubricauda,LC,2013,0
rubrimacula,LC,2010,0
rubroviolaceus,LC,2012,0
rubrovittatus,LC,2010,0
rubrum,LC,2016,0
rudis,LC,2015,0
rufa,LC,2015,0
ruficauda,VU,2010,0.4
ruficollis,NT,2015,0.2
rufinus,LC,2015,0
rufiventris,LC,2012,0
rufopileus,LC,2014,0
rugosa,VU,2014,0.4
rugosum,LC,2013,0
rulei,EN,2010,0.6
rupestris,LC,2012,0
rus,LC,2014,0
russelli,NT,2014,0.2
rutilaureus,LC,2012,0
ryukyuensis,NT,2014,0.2
sabina,LC,2013,0
sacra,LC,2012,0
saintgironsi,LC,2010,0
salebrosa,VU,2008,0.4
samarensis,VU,2008,0.4
sammara,LC,2016,0
samoensis,LC,2014,0
sanctus,LC,2012,0
sandaracinos,LC,2010,0
sanguinolentus,LC,2013,0
sapiens,LC,2008,0
sapphirinus,LC,2012,0
sarasini,EN,2012,0.6
sarasinorum,VU,2011,0.4
sarmentosa,LC,2008,0
satterleei,LC,2015,0
savesi,CR,2013,0.8
sazanka,LC,2013,0
scabra,LC,2014,0
scabricula,LC,2014,0
scabriflora,LC,2013,0
scapularis,LC,2010,0
sceleratus,LC,2014,0
schismatorhynchus,LC,2010,0
schlegeli,LC,2012,0
schmidii,VU,2010,0.4
scolopaceus,LC,2015,0
scopas,LC,2016,0
scopulorum,EN,2010,0.6
scriptus,LC,2015,0
scruposa,LC,2014,0
sculpta,LC,2011,0
scutaria,LC,2014,0
scutatus,LC,2016,0
secale,NT,2014,0.2
sectatrix,LC,2015,0
seemannii,VU,2010,0.4
selago,NT,2008,0.2
selenops,LC,2015,0
semicirculatus,LC,2010,0
semperianum,LC,2013,0
septuiclavis,NT,2011,0.2
serailia,LC,2014,0
sericea,LC,2012,0
serpens,LC,2015,0
serratirostris,LC,2013,0
serrulata,LC,2010,0
sertatus,LC,2014,0
sessilis,LC,2014,0
setifer,LC,2014,0
sexfasciatus,LC,2010,0
sexmaculata,LC,2008,0
sexstriatus,LC,2010,0
seychellensis,LC,2014,0
shonae,VU,2011,0.4
shostakovichi,CR,2011,0.8
similis,LC,2014,0
simplex,LC,2015,0
simus,LC,2015,0
sinensis,LC,2014,0
singapurensis,LC,2010,0
singularius,LC,2010,0
sinuosa,NT,2014,0.2
sladeni,LC,2015,0
slevini,EN,2010,0.6
sloani,LC,2015,0
snowi,LC,2014,0
solandri,LC,2014,0
solida,LC,2014,0
solitaryensis,VU,2008,0.4
somaliensis,LC,2014,0
sonnerati,LC,2008,0
sp. nov. 'calcarea',VU,2010,0.4
sp. nov. 'dagostini',EN,2010,0.6
sp. nov. 'durisylvatica',EN,2010,0.6
sp. nov. 'lepredourii',CR,2010,0.8
sp. nov. 'metzdorfii',EN,2010,0.6
"sp. nov. ""calcicola""",EN,2015,0.6
"sp. nov. ""letocartiorum""",CR,2015,0.8
"sp. nov. ""longistyla""",EN,2015,0.6
"sp. nov. ""mackeei""",CR,2015,0.8
"sp. nov. ""memaoyaensis""",CR,2015,0.8
"sp. nov. ""neocaledonica""",NT,2015,0.2
"sp. nov. ""pouemboutensis""",CR,2015,0.8
"sp. nov. ""taomensis""",VU,2015,0.4
"sp. nov. ""tronchetii""",VU,2015,0.4
spathacea,LC,2010,0
spathulata,LC,2008,0
speciosa,LC,2014,0
speciosum,LC,2010,0
speculiger,LC,2015,0
speculum,LC,2010,0
sphenurus,LC,2012,0
spicata,NT,2010,0.2
spicifer,LC,2012,0
spicifera,VU,2008,0.4
spiloparaea,LC,2008,0
spilotoceps,LC,2008,0
spilurus,LC,2012,0
spinea,LC,2013,0
spinifer,LC,2015,0
spiniferum,LC,2016,0
spinipes,LC,2009,0
spinosissimus,LC,2014,0
spinus,LC,2012,0
spiralis,LC,2011,0
spirula,LC,2012,0
splendens,LC,2015,0
splendidus,LC,2015,0
spodiopygius,LC,2014,0
spongiosa,NT,2014,0.2
spongodes,LC,2008,0
sponsalis,LC,2013,0
spumosa,LC,2008,0
squamiceps,LC,2014,0
squamipicta,LC,2011,0
squamipinne,LC,2010,0
squammosus,LC,2011,0
squatarola,LC,2012,0
steindachneri,EN,2011,0.6
stellata,LC,2008,0
stellatus,LC,2014,0
stelligera,NT,2014,0.2
stellulata,VU,2014,0.4
stephensoni,NT,2014,0.2
stictus,LC,2014,0
stigmaticus,LC,2014,0
stokesi,NT,2008,0.2
stokesii,LC,2010,0
stolidus,LC,2012,0
stomias,LC,2015,0
striata,LC,2014,0
striatellus,LC,2013,0
striatus,LC,2015,0
strigiventer,LC,2010,0
striolatus,LC,2013,0
stupa,LC,2013,0
stutchburyi,LC,2008,0
stylosa,LC,2010,0
subaequilaterum,CR,2015,0.8
subglabra,LC,2014,0
subseriata,LC,2008,0
subula,LC,2012,0
subulata,NT,2010,0.2
suggesta,LC,2008,0
suhmi,LC,2011,0
sula,LC,2012,0
sulcata,LC,2011,0
sulcatus,LC,2013,0
sulcirostris,LC,2012,0
sumatrana,LC,2015,0
superciliosa,LC,2012,0
superciliosus,VU,2009,0.4
superficialis,LC,2014,0
supernum,VU,2011,0.4
supralateralis,LC,2015,0
suratensis,LC,2013,0
surda,LC,2011,0
surinamensis,LC,2015,0
sylvestris,LC,2010,0
symmetricus,EN,2010,0.6
tabernaemontani,LC,2014,0
tabl,LC,2015,0
tabuensis,LC,2012,0
taenia,LC,2015,0
taeniatus,LC,2014,0
taeniourus,LC,2010,0
tagal,LC,2010,0
tahitica,LC,2012,0
talpina,LC,2014,0
tambujon,LC,2012,0
taom,CR,2011,0.8
tapeinosoma,LC,2014,0
tauensis,LC,2010,0
taxoides,LC,2010,0
tayami,NT,2008,0.2
taylori,LC,2016,0
telescopa,LC,2015,0
tenebrosa,LC,2012,0
tenera,LC,2014,0
tentaculata,LC,2016,0
tenuidens,LC,2014,0
tenuiformis,LC,2015,0
tenuimana,LC,2011,0
tenuirostris,EN,2015,0.6
tenuis,NT,2014,0.2
tenuis,LC,2014,0
teramachii,LC,2013,0
terebra,LC,2013,0
terma,VU,2011,0.4
termophilus,LC,2015,0
tessellatus,LC,2016,0
tessera,LC,2014,0
tessulatus,LC,2013,0
tetrataenia,LC,2010,0
texis,LC,2015,0
textile,LC,2013,0
thalassinus,LC,2014,0
theraps,LC,2011,0
thomasi,LC,2014,0
thomaswhitei,CR,2011,0.8
thompsoni,LC,2012,0
tibicen,LC,2010,0
tiere,LC,2016,0
tiliifolia,LC,2016,0
tillarga,LC,2013,0
tillieri,NT,2011,0.2
timidus,LC,2011,0
tizardi,LC,2008,0
tomentosus,LC,2016,0
tonganus,LC,2012,0
tontoutensis,EN,2015,0.6
tortuosa,LC,2008,0
trachyphylla,LC,2015,0
trachyrhynchus,EN,2011,0.6
transmarina,LC,2013,0
transversa,LC,2014,0
tribblei,LC,2013,0
trichroa,LC,2012,0
tricolor,LC,2011,0
trifascialis,NT,2010,0.2
trifoliata,LC,2010,0
trifoliata,EN,2010,0.6
trilineata,LC,2010,0
trilobatum,LC,2010,0
trilobatus,LC,2010,0
trimaculatus,LC,2010,0
triostegus,LC,2012,0
tripes,LC,2015,0
triserialis,LC,2014,0
trisignatus,LC,2014,0
trolli,LC,2015,0
truncatus,LC,2012,0
tuberculiferus,LC,2010,0
tuberculosa,LC,2014,0
tulipa,LC,2013,0
turgescens,LC,2008,0
turriscelsa,LC,2013,0
turtlensis,VU,2008,0.4
tutuilae,LC,2014,0
twistii,LC,2010,0
typa,LC,2013,0
typhlops,LC,2011,0
typus,LC,2016,0
typus,EN,2016,0.6
ulietensis,LC,2010,0
undata,NT,2008,0.2
undulatum,NT,2008,0.2
undulatus,LC,2012,0
unicolor,LC,2011,0
unicornis,LC,2012,0
unicornutus,LC,2011,0
unifasciatus,LC,2010,0
unifoliatus,EN,2010,0.6
unilineatus,LC,2010,0
unimaculata,LC,2015,0
unimaculatus,LC,2010,0
uninervis,LC,2010,0
urodeta,LC,2008,0
usta,VU,2010,0.4
uvaeensis,EN,2013,0.6
vadulus,LC,2015,0
vagabundus,LC,2010,0
vaigiensis,LC,2012,0
valdiviae,LC,2015,0
valenciennesi,NT,2014,0.2
valenciennesii,LC,2014,0
valentini,LC,2014,0
valida,LC,2014,0
validiclavis,EN,2011,0.6
validus,LC,2011,0
vari,LC,2010,0
variabilis,LC,2011,0
varians,LC,2014,0
variegata,LC,2012,0
varius,LC,2013,0
vaughani,VU,2014,0.4
vaughani,LC,2014,0
veillonii,CR,2010,0.8
veillonii,EN,2010,0.6
veilloniorum,LC,2015,0
veitchii,VU,2015,0.4
veliferum,LC,2012,0
venosa,NT,2014,0.2
venosa,VU,2014,0.4
ventralis,LC,2010,0
vermiculatus,LC,2012,0
veroni,NT,2008,0.2
verreauxi,LC,2012,0
verrilliana,VU,2014,0.4
verrucosa,LC,2014,0
versipora,LC,2014,0
verweyi,VU,2014,0.4
vetulus,VU,2008,0.4
vexillum,LC,2013,0
vieillardi,NT,2011,0.2
vieillardii,NT,2015,0.2
violacea,LC,2016,0
violaceum,LC,2016,0
virgo,LC,2013,0
vitiensis,LC,2012,0
vittata,LC,2016,0
vivae,CR,2011,0.8
viviparus,EN,2011,0.6
vlamingii,LC,2012,0
volitans,LC,2015,0
vrolikii,LC,2010,0
vulgaris,LC,2010,0
vulpinus,VU,2009,0.4
wagapii,LC,2015,0
warmingii,LC,2015,0
watanabei,LC,2010,0
weberi,LC,2013,0
wellsi,NT,2008,0.2
wellsi,LC,2008,0
whitmaei,EN,2013,0.6
williamsi,LC,2014,0
woodjonesi,LC,2014,0
woodsi,LC,2016,0
xanthochroa,LC,2012,0
xanthometopon,LC,2010,0
xanthonota,LC,2010,0
xanthopterus,LC,2012,0
xanthozona,LC,2010,0
xanthurus,LC,2010,0
xaracuu,CR,2011,0.8
xenogrammus,LC,2014,0
xenosoma,LC,2016,0
xestus,LC,2014,0
yabei,VU,2008,0.4
yaeyamaensis,NT,2008,0.2
yalayu,CR,2011,0.8
yamashiroi,LC,2010,0
yateensis,EN,2010,0.6
yateiensis,LC,2012,0
yongei,LC,2008,0
zebratus,EN,2011,0.6
zosterophorus,LC,2012,0
